Favorite_Subject,Math,Address,Hackathons / App development projects,English,Average_Score,Programming / coding clubs,Physics,Age_Group,Business,Chemistry,Building miniatures / models,Aptitude,ICT,Model building recognition,Other (please specify),Chosen_University,Debate / Public Speaking,Study_Country,Family_Lifestyle_Encoded,Bio,Personality_Trait,English_Proficiency,Programming / Coding award,IELTS_Score,DIY projects,Study_Habit,Parents_Education_Encoded,"Volunteering at hospitals, clinics, or NGOs",Gender,Career_Interest
5.053483959787305,78.9304797485798,48.552825426905144,0.0,78.03414169022287,79.70851012611844,0.018257603053585553,78.70545421099223,2.009667946250173,0.0,79.24059466625107,0.03497088553970286,2.869550433540901,79.16685837288902,0.0117389725117771,0.015286895628907822,104.9569077286411,0.015343136955995143,6.092438732313259,2.0402960663175325,3.165447155615473,2.6752933747193355,0.0,0.02914448733130972,0.6641297181598019,1.0308995487987482,3.127962209453001,0.030740886842995002,0.061975810836771325,0.9560711451714577,0
2.023563543878919,84.72225105023068,4.085135871198782,0.0298574474212664,94.53720851925445,75.83071723133756,1.0477409399577722,68.42433895677692,0.9343185025616245,4.882751115586601,65.79590188829386,0.04745785469358437,2.8306337605903753,62.63798413351792,1.0239071711571268,1.0050856610792254,21.676159182168814,0.0,9.78524670819908,1.0978072875636555,4.771694056785863,8.245795300557166,1.9779293411672736,0.0,0.0,1.0805791961737419,4.099180147830464,0.9918344243251784,0.0,0.0,3
1.7228239428694423,81.69731220315326,43.128197637870045,0.0,68.68275576649002,77.6417843137339,0.0018634038521986491,77.52019784704889,2.125416562603684,3.6056434583350203,77.11838270159052,0.008815960225684474,2.9711624320864756,0.0,0.014178589730923606,0.0,98.72668153995026,0.0,5.072388900664247,0.0,75.20154151800428,8.114143203270768,0.9975947281253486,0.0,0.8541233249892795,1.02689602192147,0.011198675952962566,0.9792607437189708,0.0,0.9750301883624046,1
4.764645115011638,41.85250318792704,25.045554038551142,0.0,84.98133934711095,73.47614728992528,0.0,59.42854327721714,0.987082036687032,0.0,85.25013150557372,0.0,1.9908603084968401,86.53103036041081,0.0027503879603062373,1.085613486312639,101.6468424934096,0.02296411860474597,18.024121347628245,1.0966622821205487,75.10221116004543,2.218559764082057,0.07796378433084554,0.0,0.0,0.04719021211692046,0.06418313597433876,0.03970687727863401,0.013442922469624186,1.0121776259023603,1
5.840759112346001,47.99968088167442,26.66541757838432,0.0,68.95538374174669,61.58237029686123,0.008129957653590982,0.0,0.9788288525408092,1.721193287346218,0.0,0.01209476581308844,1.9953372740556152,0.0,0.012959803986381793,1.0155023594539074,98.03349182903123,0.9253965356858138,13.404624185236626,0.9481017633428044,2.0892476900363426,0.28267922506402154,2.003923070249044,0.02487939487830821,0.0,0.07061939306075969,3.119551351211817,0.0645476242416887,0.041410543518134696,0.0024845012433616295,1
1.9603215541976844,71.56259937850567,46.70207126032806,0.02711020700595852,95.98458102208538,81.5505174160924,0.03473496489201785,75.74607832343202,0.8989600966608395,0.0,0.0,0.0025137784334996784,2.9913001748746404,84.11785787865556,0.009038030519284911,0.013485657376515034,97.0112109327256,1.0392849214381585,9.643073847053481,1.0130402069218007,0.0,1.2987572146700281,1.8964988286687063,0.003989171936156234,0.0,1.0381520449559007,0.8158096557734638,0.9514103449868332,0.0,0.02208326695639617,1
6.208803870180037,74.56339736646099,22.715383298480926,0.0,91.33573506379261,79.56070898952068,0.0,83.92453038662966,0.9222783365079174,86.7665118511591,79.45058284394605,1.0114328233820644,1.9565267444759291,78.63950959193707,0.002291464545486455,0.0,94.48749345417677,0.0,5.972495748463759,1.9281635593113997,84.0640085682805,10.080056821758074,2.057525859567972,0.0,0.563954148568222,0.9835845327631425,4.163867553965296,0.9536244762267431,0.02738510182986947,0.0,0
2.932759019293789,85.1858162247537,5.366988322472805,0.0,85.28427330628769,82.85095741989612,0.0,1.8348059733355875,1.0260780172089479,76.15073329416877,0.0,0.0,1.0305244857971987,87.03711891408742,0.019323766741273143,0.0,93.35107787642089,1.0633585132342516,8.866447345370382,1.0149370299357612,0.0,0.8356199243004279,2.1431615406844617,0.029794993915075323,0.0,0.04923804351763539,2.065697121339084,0.03536070738342978,0.06515585233538915,0.9104096359271554,1
0.01877694778409979,85.40642510140593,24.990693999700387,0.025175355723716566,72.5998814560598,83.82193810028843,0.0,82.98132542521724,2.0087120124135764,0.41943765171453845,92.90078612527978,0.0,0.9816160487429865,5.834109342935439,0.0,0.0,31.721435923001234,0.9937302248339794,17.218680665800242,1.071598225995043,90.73505719359414,14.269558448706684,1.993893803590999,0.010255371980616419,0.16469323865462482,0.010580949341385919,3.0511316454240442,1.0416698382479301,0.0,0.9203656159436439,0
3.2014150194388247,58.570143752316156,49.807894823231734,0.0,79.78205237238573,72.94894859384962,0.9966515630486593,73.96347072027778,0.9954412785414137,0.0,72.9843963273688,0.0,1.93420789357906,77.55618546635843,0.0,0.0,18.96821030122014,0.02174292639468161,12.915735060304982,1.0152426694365662,71.92821577330258,13.902275044430587,2.1297700823209507,0.0,6.880982338928536,1.0250358424121375,3.1281294744776242,0.0,0.0,0.9325326570242816,1
1.904881638240625,85.07272322271686,26.327587328365368,0.05506719675726437,71.62858833133974,82.60286461151989,0.0,72.957678081902,0.9851701850119802,0.0,82.55725927572621,1.0396853754164583,1.933950474254634,93.55124946157129,0.9670244298922995,0.0,2.8593464446300714,1.0800969394997362,6.648854255981934,2.011870916108715,87.88101944050331,7.876567907619137,1.9514022370592192,0.02639963939027848,0.5710431917605394,1.0276316323047536,1.07038902439643,0.9754180789334672,0.028540327342941135,0.9648543411715843,2
3.128115447766956,59.21564518271482,27.341446966818978,0.0,90.47968672502992,81.82429591625973,0.0,4.237720255944146,0.9892343767743689,87.54312027884038,0.0,0.03367567233697715,2.972841039942319,91.21939948805814,0.0,0.029737636996458577,97.13282237932664,1.0490402990962386,0.9816725837656933,1.9860411635983115,0.0,11.303723309561912,2.093918632899988,0.0,1.2903002874705252,1.0140248285893108,1.206277884558615,1.0493474802631824,0.0,0.003365325806402525,0
3.7829055867236447,91.29885716035339,17.34880460522151,0.9317988776902011,63.8036949842245,85.07042508077346,1.051852717256229,98.37172281839862,0.8794728461890624,4.2326617617292435,92.18266236802197,0.9852016658941787,3.1031942252431373,91.15404165645523,1.0137573625201461,0.0,101.80374305391216,0.9598377309521289,4.435380222297847,1.9991842847416395,87.38260952018375,8.461892132530792,0.12072500982391411,1.0027417920928487,0.0,0.9871322793869834,3.9186600107587988,1.0142011450949202,0.9843992139176873,0.03636467897979236,3
6.011814018494551,76.81141391837393,6.094859196511657,0.0,80.32998925096082,89.77355866160867,0.017840980195012915,96.20599306036074,0.9962898828185206,0.0,102.33913191420322,0.0,2.0014321588427735,0.8418591849673317,0.0,1.010940672345438,0.0,0.0,1.4112993277268153,0.9426515650580299,91.8692129660228,8.253009079364482,2.0063990198634167,0.0,0.0,0.06780297194832463,2.074299892625107,0.9562021516041698,0.9806161939380851,0.0,2
2.99644678535131,88.0399173437131,25.107152462151483,0.0,67.94455524150801,77.8478066574596,0.0,64.4542862280902,2.021397259038921,0.006015321252733724,90.56745599605951,0.0,2.0457012686251033,5.046084356077345,0.0,0.0,96.9763157016345,1.0035660243148483,6.197445885967681,2.069300027329265,81.29867712755843,7.395587843102775,2.0302098791774483,0.0,0.0,0.0,0.9903549282689353,0.9097354111623677,0.07314678726420305,0.02095402500940655,1
4.889212403126401,79.03074395430401,25.158326410519365,0.0,50.75142493128212,74.40357466825905,0.0,89.55024831979097,0.994126489639633,0.0,83.84984743402762,0.0,3.1198172174197714,62.36091258396436,0.0,1.0355020726004946,84.3142361233207,0.0,0.0,1.0047092292346886,0.0,0.0,1.8995041098421768,0.018847284521249022,0.195420848866308,0.0,0.058898908194871556,1.0728555780816391,0.0,0.0,3
4.8211429692608405,49.48823248815177,48.63702290093344,0.03386599420104468,52.72682398504239,64.26045946734726,0.029427702212512362,77.22151430015724,1.9558278224260546,0.0,67.80749678439562,1.031913942567861,2.0030154147507244,0.0,0.00725743898403884,0.9672225446745153,87.9751586924678,0.0886312970991992,0.0,2.062069381328895,75.86038916114474,11.728941080196455,1.9080238326402248,0.0,0.0,0.9626805086269796,4.005874362443761,1.0013390097402037,0.006170192478099493,0.9799920029966842,0
5.993023172501322,80.38131460845433,44.29896988828919,0.0,86.89068919699464,89.39647298456778,0.062412598922114086,0.2854512417880667,1.0130691065390642,0.0,98.88381522303104,1.0428551708952882,1.979382006582413,2.2617302688807195,0.005677188776453917,0.9424410112620937,98.79674089811125,0.0,0.0,1.0457224221654908,89.23012258772724,7.587337922724144,2.1099050633532705,0.0,0.0,0.9231491288337113,1.0233558537207088,1.081386139222945,1.0187228276620628,0.9553332087666596,0
2.90162415036967,102.17008522039768,24.632897901153633,0.005952935147250316,88.58527081843988,91.47295596885894,0.0,83.93722040852369,1.0488411954494732,1.9785954820878833,83.30420556141294,0.0,1.0036867336585522,89.04052351266722,0.008743778212575416,0.04809270064747774,19.647168530316907,1.048227385737577,17.827212057408676,1.0052775158358034,2.033173858383232,7.178760702473216,1.9740618073978258,0.0,125.68161497292886,0.021356336652194902,1.1001904994775478,0.9417112871194528,0.005054853237392387,0.10282678365737952,2
3.175203103126166,76.1888134546786,56.697658396703886,0.9790894373383145,65.89735129636999,78.55074492093473,1.0550085323972374,86.6390901212336,0.9766631552137319,74.90256148641637,80.7299086325316,0.01981099915258602,2.010794327269141,80.25144612599414,0.0,0.0,65.49019616676246,0.0,0.9392776754354878,1.9812083856980638,70.37058355754576,12.697671635871673,1.9929310802681577,1.0000738351896985,0.0,1.0229719897666352,1.1203388886265762,1.0399429043093993,0.007386632028308159,0.0,1
2.783275455214795,60.65379768266017,46.6850189192472,0.0053587573127894155,68.52190691997696,72.40120514303449,1.0387756214779087,58.1410362743846,1.0111973279670918,69.20424365735965,80.36955772597712,1.0236174943055518,1.8809659969181032,88.18245272159247,0.007754660010808141,0.12004259163121414,12.301556330769136,0.0,2.9775670155114757,2.015141674091833,82.72696154571565,13.409901775174315,1.9691290751500006,0.023180460867458556,0.8257972293157881,0.9805396408027001,0.14588227329229278,1.0183571032997323,0.0,0.9831122898588819,1
1.9873950510624117,69.52253196742248,49.18813373576494,1.0357623337375135,78.00382738326935,74.75913579697297,0.971428911830436,74.95059699484621,0.9954066771993473,2.117614220819744,0.0,0.008236961905559767,1.985070863325738,71.55726790013938,0.02119735880521345,0.0,38.121402720850554,0.05060242920973272,3.5680546439718355,1.9803629990191909,4.474087742391705,12.363728105689045,1.977720385270411,0.0,0.0,0.0,2.8772983466417603,1.0157331486013348,0.020768976859540857,0.0,1
5.134967858888704,86.78466444074084,6.93326987567845,0.018031555507347818,95.85072051344407,89.43177285137531,0.0,0.0,0.9976373588438524,6.523429279467367,3.4415061698100518,0.019973494946866385,2.9512365876593942,79.69838987229394,0.0,0.9162602560116935,98.58709913564043,0.9206874752596699,10.452235395217471,0.9886801903361837,0.0,11.249003625636043,1.9814231615773263,0.03463241876118132,1.0459468489539003,0.018333183658665063,3.113354733892872,0.9641052671593985,0.0,0.0,2
0.858701156905381,100.84124141057298,45.76195870471471,0.0,94.39432481590394,88.91707720062278,0.04368248556096534,82.39369584167365,1.1361613610374224,0.0,86.05564969407332,0.0,3.0955088226331626,0.0,0.006035062250605822,0.9916156506987268,38.110628099600554,0.0036299253294941173,5.230656432485574,1.9719528289251171,80.19753278767014,8.384890516413236,0.1054753262570166,0.026144930043898843,0.5996685996071399,0.04089760038252881,2.1362066683484016,0.9849359806825456,0.9924658145687094,0.047893812484099414,2
3.0896440428399337,97.8099606479037,29.435116065001964,1.0545601736499497,47.90785700114752,83.44779875685653,0.9854845231812912,90.79152689022098,0.0,3.6971357404684104,6.053539345470747,0.04164028706666283,1.9627410996384989,91.63450569201434,0.0,1.0222432943258262,54.57697742599012,0.026456683857444405,4.357609888177516,0.9511073634870548,1.4894881935801636,9.264267114089986,1.9167161879963315,0.026922212310791137,0.09007935850219498,0.0,3.0170853484738935,1.0450730583009658,0.010341432895179473,1.0662091407359142,1
3.8623982040490183,69.1259753897814,49.15497810233026,0.0,60.93437435220773,65.00719000457835,0.0,69.62561194348783,1.0585076885798839,0.0,0.0,0.05744810843616884,3.308212511078465,4.525395982971361,0.012415422220652188,0.9734461535585139,98.69775454041927,0.0,6.843657745575465,1.064682516814998,2.1642127703249003,12.557365610150006,1.9155131595088957,0.0,1.50896140891287,0.0,2.6423855839670196,0.9469011200595654,0.022545509486730408,0.9778656248491964,3
0.0,44.59543806316734,46.98919291418891,0.011200551523120801,36.34097215246127,56.588557456136236,1.006851924357247,76.3461702892141,0.909761993608211,60.92145967886458,58.47156533068728,0.0,2.1151607212491643,79.29718187261902,0.0072605363859840535,0.0,0.0,0.0,10.602458960783444,0.03094859381556989,53.67815987427984,7.7532543838498365,2.098591663938087,0.0066147142153156506,0.8403208272133761,0.0027124046903915584,1.0657447896856478,1.0209984707557354,0.0,0.0,1
3.7038856164025766,93.77195652177323,52.093250972579376,0.008558910209508695,88.82083611680129,89.33614048624933,0.0,0.0,0.0,0.0,2.247580334905665,0.05354037389115838,1.9906378861420289,3.585211276246353,0.0,1.038511172896656,34.85567834740848,0.0,4.299152175327098,1.9936454480234893,0.5507027670487312,7.724311137916837,2.010231921277656,0.0,0.0,1.0148055928732784,2.944794092414959,0.9490641504969127,0.023098147666930764,0.0,2
3.2755294124471894,96.0636084131271,25.998290303579697,0.0,89.45861777523399,90.53526956304081,0.05247429267052837,93.10423623233147,0.9237929782297027,0.0,0.6557979356643884,0.0,3.0001367445844784,89.78440813848938,0.0,0.028335134302225055,64.64755813637024,1.034501891472457,21.347744258331883,1.0872631970268125,4.985767009411795,8.284424442075656,1.9000436538515482,0.0,0.3477782032795307,0.0,1.0795491447924281,1.0076256388814717,0.04519593330314926,0.0,1
3.994032834169387,100.70985901588591,54.628209901763086,0.0,67.230239133389,89.80308894899568,0.0,95.84922399943143,1.0041956189630397,92.43786704069888,82.92085914066759,0.0,2.01808971565744,96.12879380065903,0.03785336188716562,0.998200538451479,104.33084009272022,0.025670646026389795,1.220062602430292,1.0683734119600303,98.3575176510985,5.853387587477156,1.9808598555716972,0.0,0.652884762904318,0.0,0.805399828720459,0.0,0.0,0.0,0
3.9721802308698315,92.12547918764446,23.56469488892839,0.0,76.00948987251188,83.66550655884997,0.0,79.26608765937372,1.9793938847167358,81.44767714522375,88.07054404806924,0.08377407407747824,1.1781368675573494,1.9091719930017998,0.02129870670840288,0.0,78.94567889569285,0.9414018540201933,5.082434765531102,1.0925128834278888,66.12659735999377,11.60999380583696,0.0,0.003592121040106257,7.01408354390493,0.05139935247538115,4.306522687173314,0.9648268006081944,0.03796573469583459,0.9308337930499946,1
2.9497605328044614,96.11234048816279,37.33283446560663,0.00723242058699402,78.23645374227412,84.86971398895051,0.042637734328141046,64.90811015992061,1.9928320760336855,94.50435727350505,70.40362248092003,0.0,3.1233307763442553,79.9966707596707,0.0011517518887270586,0.0,39.85733566628274,0.0,0.0,2.0990070037710202,83.93587190300194,12.442951837342981,0.09505011353105777,0.008793286931171948,10.371752817916517,0.9975191899834478,1.7528194022813992,1.0398924958628017,0.9654973504855334,1.0761544047872824,2
1.9922650125095622,90.92561109626878,53.78322471352603,0.0,88.63700966136746,77.2564475489514,0.0,78.77835116535748,0.0,72.75828845645064,77.86402890243082,1.005768057054893,0.9635270712012316,65.70529067554477,0.9868089407822025,0.0,101.51836933448587,0.0,17.705913344174814,0.998579325146328,72.04705805896127,13.35803155630637,1.0826402783629294,0.0031291868712124507,0.0,0.0,0.17839560624637163,0.09176913176970994,0.0,0.0,3
3.5363240048556164,72.58590664886992,14.887004668232107,0.011774029199281121,68.63336025400434,68.96631197109862,1.0114350082387362,65.98387519689865,1.0220096203187237,76.8474109254092,58.42128258966268,0.07928796829964285,1.8860013148228858,68.16341132914998,0.0,0.014694693689562558,96.54526684231453,0.0,18.29210231756973,2.005489445451166,63.519543158141275,8.306531064194793,2.0087678094674963,0.0,0.0,0.0,1.119560318050333,1.0599180660202914,0.049666346383117316,1.012594096267037,0
5.117005878995951,80.95823100971313,0.33022347921901374,0.004357896299726653,61.665374952993716,60.23437805171933,0.0,34.73265359928267,1.0783288562009763,55.15791499790909,55.34568367013517,1.01420228569358,0.9668162966169283,53.98216368319377,1.001630330326067,0.04577377717965812,17.68120350199186,0.0,0.0,2.076966986137114,70.43906885936092,11.954127789403566,2.030456380961851,0.0,40.52380159435513,0.0,1.0403177603124105,1.033114232397844,0.031466334831533736,0.9443280319019981,3
1.184923742939186,52.8458291876188,24.551071280867905,0.007557476935830127,67.30678179441053,61.00895305960873,0.0,48.246663030733515,1.0097848160909524,74.55478777635594,71.8522274752635,0.0,0.8530501914948472,25.605933630610426,0.0,0.0,8.497795644605993,0.0,4.331486364013687,1.0224802922149008,89.44867784930298,9.281234098556702,0.9606416574037082,0.010514002195216029,0.0,0.022866492894426552,0.0,0.0,0.0,0.038829359124202836,1
1.9457327680026628,64.884761949713,24.59490247399792,0.0,66.55656965105909,63.71862202981783,0.005863828513325419,52.50189192322847,1.016278727552392,93.97289590036652,60.24121606665398,0.0,3.0058420826143917,52.43579815684127,0.041048852035921665,0.0,38.69599139108568,0.0,14.267156110309239,1.9520358368187591,58.25216647142061,9.462758080016558,1.936488006526629,0.002932405258239357,0.0,0.9421810955568112,0.0,0.0,0.9918674689806714,0.0,0
3.1083942598487346,90.28052669927492,54.51052241742114,0.0,83.30132941821688,79.44106138491524,0.97479783970646,84.91057955406714,1.0089327177023428,59.46161367729843,87.01789551303781,0.021408094556788125,1.9485008987698722,66.98915396063408,0.0,0.0,98.96405129261599,0.07727454548798997,6.430089162912627,1.067170996585827,88.333190394988,0.0,1.942809180158521,0.9994023818380668,1.2854305775320323,0.0,0.8694314053989751,0.977404445340579,0.0,0.006579279350324454,1
6.048375856122652,66.40013208750347,25.700469834655912,0.0,72.4239044948385,77.0176540508272,0.0,64.51833319632162,1.104330705330874,94.90243988261173,79.45784420978637,0.0021199257043126706,2.1603081532293715,83.09286341018291,0.0020134408204399825,0.015457071070372417,7.429240069466411,0.0,5.805758055524651,1.981965577190363,84.90162659108827,6.698206460296712,1.891373973025487,0.0,0.0,0.007462204647682653,0.8697599485507459,1.00916460505583,0.9805630750543124,0.0,2
2.896183205374234,78.72349171417665,53.04703508100761,0.007466181798472679,78.82181019360031,84.92916273442772,0.0,88.04083275112374,2.0019706546850666,82.39393803312252,92.66024177674205,0.0,2.0861274420297597,89.38716889029301,0.0,1.0378644520266702,87.46502940280708,0.9029005237361877,5.101459549038464,0.8989475496759386,89.22609188221315,0.045432573417870006,1.9518620863145304,1.0208724809633585,0.0,0.0,0.12461989305242106,1.0668745634133057,0.0,0.9392899585834971,1
3.9425672961746496,73.49502625257729,26.23751002003282,0.03522568744802349,64.66280793314087,69.3550628114465,0.0,71.75365650507261,2.029561960809897,60.983495723393816,67.6086688437264,0.0,0.9852644747194959,66.97822736143792,0.018967263715439966,0.9567186180390371,93.15558175878166,0.0029974624034950614,6.063040535494901,2.04801924900824,75.29135397473136,9.384551445152212,2.0814319630601363,0.030527350427494247,0.8640479495653237,0.0,0.8678402358666599,0.053686912757638344,0.03230942361290632,0.0,0
5.925278778591899,57.95869038667368,26.735196135199455,0.0,66.204022651985,65.09973012939533,0.03650707393747273,75.60949991510871,1.0325786912089305,64.78730644381085,61.4472387606553,0.020623016811149364,2.0845177449268912,63.46381025503397,0.0,1.0496598298151187,32.546742198453856,1.0055149975394506,13.010124979003162,1.9513692222905956,53.27369877945109,2.0470124890707164,0.07446774154355712,0.0,0.5531343585603915,0.01133306048219356,0.005521268919249754,0.0,0.02677242953071921,0.9493036737716419,3
0.0,81.31929432143778,43.4131640989644,0.031786150664268126,67.76921433646537,73.52308027628409,0.0,75.20222741709016,2.084332089567722,90.68283675328023,61.21435161061004,0.9362624572526339,1.989331020723352,80.41727002571405,0.0,0.9651873782272126,13.037672644759793,1.0155788350479316,3.559696092138377,0.9053585435789482,61.72029872556304,3.274634257933528,1.8737669264176606,0.022391966280437398,7.263770254647981,0.0,3.121581964214521,0.9135896908947618,0.0,0.9902236063293867,0
0.310492204717431,77.62274959904022,9.542313895933114,0.02172341505534971,67.23250246976244,69.85639633088958,0.0,75.20321253849815,0.9959555703936742,74.19118635076794,52.54471565588401,0.0011616727679710657,1.955954924530359,68.56489293299946,0.0,0.0,93.88708139742879,0.03450851695222853,17.66351501732032,0.04665754136907278,64.67365911474349,0.0,2.170781139018181,0.03485260284284471,0.0,0.023516103544443258,1.0740906894573574,0.9541980659902445,1.0125781861023566,1.0395404690194598,0
1.7283957802425178,90.14878205006869,9.81056595107664,0.0,96.9293014601194,71.1990051420181,0.02133303980008987,88.37663617772716,0.0,52.21038674163131,50.1538488694279,0.07445186025093806,1.9895415360158955,95.5508814321744,0.037108059850937826,0.022791929627030014,98.3847173437993,0.0,24.283506002961357,1.9960725899314973,37.13590900335863,9.981468205202992,0.03420725671798666,0.0,0.0,0.9815885174171474,2.901304223624287,0.9594838727513662,0.024450483202351218,0.9304936691328793,1
5.1122214177885645,83.7557129172325,12.49710134840708,0.0,87.43553455486281,72.46078209111435,0.02296421168707813,80.82198454048675,1.0082347037879862,72.04466075171804,0.5546924184159029,0.0,3.0154259149754536,43.220415026852464,0.0,0.06541865209305411,86.08926781768993,0.9864428907798803,23.239816573730895,0.9628082641970944,0.0,9.113596597523244,1.935485505382945,0.0,0.0,0.0,0.08576966046954174,0.9370042380219985,0.006502832850648653,1.0265074363997575,3
6.1110259974629,89.43100540719897,24.67416380383226,0.0,58.78112033855083,79.71944349375244,0.0,72.50617333156943,1.0477164169708115,98.45043556611479,83.9994631991194,0.03439629994202095,1.9350008958651426,100.31584327473843,0.01718325346856679,0.05862669704733296,29.89935584191769,1.0802232866990633,5.627297106030207,1.0938634853434237,69.25876416556295,12.154976623358316,0.03852157801909948,0.036363683389594274,0.0,0.0,2.005054920535366,0.9779401871844283,0.9973900394662402,0.0,3
3.8893664383986826,79.17508338782545,2.5192566919629438,0.0,69.78486849754405,61.246936182066925,0.0,55.957432709925406,0.9356406973278306,30.828877028202655,49.322117996484224,0.9883933463557778,0.9575938409578146,50.758870498095234,1.0368206324172968,0.007887091092920564,28.725585683671746,0.012808805274910465,0.007139608979464905,1.0128338151758938,74.78733359814072,7.961674832828973,1.9338609830342872,0.0,2.1462772945260165,0.0,0.7364483719609216,0.9685923447351461,0.04310410698653579,1.0485871278804126,3
5.930917263813467,61.85635892209934,53.66724824294524,0.03853939734975763,69.64624580267106,59.67930395626041,0.10053675419563164,65.92758206431843,1.9235350288631028,1.4477417142173092,74.28288824391097,0.024547590223161577,2.0521836475042807,0.0,0.9851086590641421,0.0,101.79510351991257,0.014259020577659435,4.823197111100608,1.088384989825103,48.908460842748305,1.9252174825247617,0.9734390433804441,0.048155794218413546,0.0,0.015344861088786747,3.141791833617513,0.028243595563831707,1.0083685976154626,0.9940464734357819,3
0.0,76.05817366383508,16.192527339843398,0.009610218418142255,90.98112979960925,71.97704225637628,0.06970444312562256,68.15030947126702,0.07593639890119827,96.70820455681051,0.0,0.0,1.9749245046477546,37.47674195246372,0.042254650306906755,0.0,100.3213295061263,0.0,18.20363973284998,1.9408674688181249,1.7498173635403789,9.882601317641278,0.07379690066780929,0.046253191117454365,0.0,0.00199052898619883,0.9316701359666939,0.9528973790700788,0.01263222798872087,0.9752191201362309,0
2.227153861379908,99.41359677743331,38.70556147224761,0.0,97.61031931750598,98.56693160589657,0.022699805485428118,95.44696168139258,0.953027379244721,92.76215952339157,98.69300674818182,0.011818564592896139,2.023680084631185,97.31707781301871,0.0,0.0,101.52794537580067,0.0,5.393591948019146,1.006020304386281,102.07687186006234,8.966031411793285,0.0,0.0,0.0,0.9291942404568372,2.1929051928901693,0.0328045764559086,0.0,0.0,0
6.096894201687402,78.88434422023118,46.98541444441067,0.028848706790798578,76.86741775101142,76.99704774047385,1.0056417695960254,75.27067727990837,0.9475905651541278,84.60763263969102,59.32891826704814,0.0,1.1265669361000161,90.33100770289523,0.0,0.05247528647440306,57.44935251199648,0.0,18.29346360681781,0.9690398095070093,72.77955843681596,2.400390174887739,0.0,0.9731233483855499,0.9349041529699305,0.0,1.0288915946171189,1.0282885317670751,1.0081367139636477,1.043635391158411,1
5.037091429516536,65.7765242527481,10.872715078340946,0.0,87.22016224451917,67.9604335139326,0.039104276381620354,69.49667080785467,0.9403264642496851,69.23602124752573,0.9298959172777822,0.027853097362595513,1.9717306189764219,46.22942805087693,0.02669524094157525,0.9831388062464906,102.73935580383167,0.9360019052438809,5.2554155221976515,0.9918343185980903,0.0,9.808299965267073,0.09033842287878857,0.0,0.4306850327734345,0.04840128058484253,0.11397268733406578,0.980289660330457,0.026530525465599312,0.9719995673124291,1
6.230705414827816,96.78825723426078,21.823748526841587,0.0,82.11502881709339,85.31116759674626,0.03774008854615671,80.75426199385336,1.0907023978218382,91.4018134943465,92.27536227938131,0.03843110608300001,2.9524927077074627,74.11895844766154,0.003876976681372884,0.0,85.71228070310069,0.049928792000693716,0.0,1.0179839452292532,85.80502266779277,5.317130302673367,2.0756669565487678,0.0,7.426073959329251,0.0068107937721261155,2.0592221183615154,0.9934300335712953,1.0331441625889408,0.023870659035719347,2
1.859746993069162,51.184322497408964,24.161797904342794,0.0,80.96035853439821,70.66311839661837,0.0,65.04507333338185,2.031789354978501,95.13879113461894,62.09532733928726,0.013964426961420633,1.049177655777185,66.69033954679627,0.030720817897516784,0.021464539895418962,96.0993220951328,1.0036734086910934,5.785328850787925,1.968296212364839,73.28577609504289,4.540873295901812,1.8301857651073536,0.0,0.2526967084778632,0.04809248321493114,0.013832397274889859,0.05572111957427283,0.10922494907822304,0.0419680043638566,0
0.11229622450737364,49.74036434905192,51.06200601708311,0.03697477662990594,56.186077857766776,68.32460966796262,0.0,48.62534586292449,1.0174768535943992,95.220112017722,82.8187958980175,0.0,0.9774890159514305,63.45135713962708,0.01671039609269178,0.0,0.0,1.0464945163889579,6.776683679988608,2.0235592596402263,79.76758846099194,6.831423206524246,1.9603184792726014,0.003270202084950235,0.15438769829722424,0.009396319668442997,3.0492108951503423,0.04973173932698178,0.0,0.07879392765416247,0
2.300175983762571,56.25659973692114,24.353901672745184,0.039273354240920585,71.02745432510984,62.88273864783742,0.0,67.32074749234916,2.0217894180816547,1.1322727825259038,59.29977104588785,0.0,0.9242679105436268,0.0,0.006713441979497649,0.0,79.86741112949163,1.0615408478536774,6.20851350706376,0.9928202555862079,62.53094964525117,4.962346185129862,1.8105802840528813,0.0,0.44840930375267946,0.02650471054877984,0.0,1.034282711630627,0.002502651313555636,1.0540655234022842,1
1.0510288916538177,97.99137720784773,22.83359023135052,0.0,80.07857188837748,83.11848431162983,0.0,86.8057100348332,1.013231570240043,86.12104542060042,73.76217438523759,0.0338149177828824,2.075777822338142,81.04494132291367,0.0,0.05249101196169551,73.44268476778188,1.0236468632906515,5.387515824661416,0.9553238117385915,86.08987050592779,12.159436296043157,0.0,0.0,0.0,1.0012241661802237,2.372878642076174,0.0,0.0,0.0,2
2.044739892451689,95.81354036051066,25.108424819710837,0.0,96.21927216460013,94.45045109016995,0.06373812818987444,1.8383111139021489,1.0628798558918204,0.0,0.0,0.05652797299449615,2.0182256379848913,0.0,0.005844308172465889,0.023847756723856625,100.51050595649993,0.038815419808961714,5.508545556291109,0.9716534718520828,0.0,9.813763359263405,1.97264599609689,0.010191321164064442,0.7328113335808678,1.0357995850475958,0.9292058211436632,1.0054981361866748,0.0,0.11049008135760617,0
